CUMULATIVE_TIME,SCORE
15,2 - 0
31,2 - 2
61,4 - 2
84,4 - 4
98,6 - 4
140,8 - 4
148,8 - 7
182,9 - 7
195,9 - 9
203,11 - 9
203,12 - 9
219,12 - 11
240,14 - 11
325,16 - 11
363,18 - 11
408,18 - 13
431,18 - 16
501,18 - 18
566,20 - 18
580,20 - 20
606,22 - 20
650,24 - 20
678,26 - 20
706,28 - 20
719,28 - 22
720,28 - 22
720,28 - 22
760,30 - 22
814,30 - 24
852,30 - 26
880,30 - 28
900,30 - 30
947,30 - 31
947,30 - 32
989,30 - 34
1016,32 - 34
1028,32 - 36
1048,34 - 36
1062,34 - 37
1088,34 - 40
1182,34 - 42
1201,36 - 42
1260,36 - 44
1272,38 - 44
1282,38 - 46
1344,38 - 49
1359,40 - 49
1394,40 - 51
1438,40 - 53
1440,40 - 53
1440,40 - 53
1453,40 - 56
1500,41 - 56
1543,41 - 58
1564,43 - 58
1617,43 - 61
1639,46 - 61
1656,46 - 63
1676,47 - 63
1676,48 - 63
1707,48 - 65
1736,48 - 67
1774,48 - 70
1799,50 - 70
1860,50 - 72
1875,53 - 72
1911,55 - 72
1931,57 - 72
1947,57 - 74
1964,59 - 74
1975,59 - 76
1988,61 - 76
2033,61 - 78
2040,62 - 78
2040,63 - 78
2066,63 - 80
2116,64 - 80
2148,66 - 80
2160,66 - 80
2160,66 - 80
2200,66 - 81
2200,66 - 82
2219,68 - 82
2262,68 - 84
2298,68 - 86
2321,68 - 88
2346,70 - 88
2432,72 - 88
2448,72 - 90
2465,74 - 90
2494,76 - 90
2520,76 - 92
2557,76 - 95
2567,78 - 95
2620,78 - 97
2636,80 - 97
2643,80 - 98
2643,80 - 99
2677,80 - 102
2701,82 - 102
2717,82 - 104
2742,82 - 107
2764,85 - 107
2776,85 - 108
2811,85 - 110
2850,85 - 112
2880,85 - 112
