CUMULATIVE_TIME,SCORE
36,2 - 0
45,2 - 2
75,2 - 4
115,3 - 4
115,4 - 4
132,4 - 6
132,4 - 7
154,4 - 10
172,6 - 10
184,6 - 11
184,6 - 12
200,6 - 14
217,6 - 17
232,7 - 17
254,8 - 17
254,9 - 17
270,9 - 18
270,9 - 19
283,11 - 19
289,11 - 20
323,11 - 22
356,12 - 22
356,13 - 22
395,14 - 22
395,15 - 22
446,15 - 23
446,15 - 24
459,16 - 24
472,16 - 26
482,18 - 26
507,20 - 26
531,22 - 26
550,22 - 28
566,22 - 30
601,22 - 33
660,24 - 33
660,25 - 33
719,25 - 34
720,25 - 34
720,25 - 34
741,25 - 35
746,25 - 37
792,25 - 39
816,26 - 39
816,27 - 39
840,28 - 39
870,28 - 42
900,30 - 42
913,30 - 45
948,30 - 48
968,31 - 48
986,33 - 48
1013,35 - 48
1046,35 - 50
1091,37 - 50
1106,37 - 52
1146,38 - 52
1168,38 - 54
1188,38 - 57
1207,40 - 57
1222,40 - 59
1281,40 - 62
1357,42 - 62
1389,45 - 62
1423,45 - 65
1440,45 - 65
1440,45 - 65
1458,47 - 65
1478,47 - 67
1501,47 - 68
1544,48 - 68
1544,49 - 68
1564,49 - 70
1629,49 - 71
1677,52 - 71
1698,53 - 71
1698,54 - 71
1709,54 - 72
1709,54 - 73
1803,56 - 73
1840,58 - 73
1855,58 - 76
1877,59 - 76
1877,60 - 76
1900,61 - 76
1900,62 - 76
1952,62 - 78
2037,62 - 81
2037,62 - 82
2112,65 - 82
2134,65 - 84
2160,65 - 84
2160,65 - 84
2229,67 - 84
2252,69 - 84
2294,69 - 87
2329,69 - 89
2358,69 - 91
2378,72 - 91
2407,72 - 94
2424,75 - 94
2439,75 - 96
2461,77 - 96
2499,77 - 99
2518,77 - 100
2518,77 - 101
2541,79 - 101
2563,81 - 101
2599,81 - 103
2652,81 - 106
2662,82 - 106
2662,83 - 106
2675,83 - 107
2709,83 - 109
2723,85 - 109
2735,85 - 110
2735,85 - 111
2766,85 - 113
2795,85 - 115
2804,87 - 115
2814,87 - 117
2839,89 - 117
2862,91 - 117
2880,91 - 117
