CUMULATIVE_TIME,SCORE
34,2 - 0
58,2 - 2
74,5 - 2
99,5 - 4
159,5 - 6
174,5 - 8
220,7 - 8
233,7 - 9
233,7 - 10
247,9 - 10
285,11 - 10
336,13 - 10
412,14 - 10
412,15 - 10
444,16 - 10
462,18 - 10
525,18 - 12
531,20 - 12
548,20 - 14
577,20 - 16
609,20 - 18
622,22 - 18
622,23 - 18
636,23 - 20
660,23 - 22
688,26 - 22
706,26 - 24
719,28 - 24
720,28 - 24
720,28 - 24
764,30 - 24
777,30 - 26
803,30 - 29
824,32 - 29
857,33 - 29
857,34 - 29
868,34 - 30
868,34 - 31
900,34 - 34
920,34 - 37
958,36 - 37
995,38 - 37
1116,41 - 37
1145,41 - 40
1185,41 - 42
1244,41 - 45
1275,41 - 47
1298,43 - 47
1317,43 - 48
1317,43 - 49
1338,43 - 50
1368,43 - 51
1368,43 - 52
1388,45 - 52
1397,45 - 53
1408,47 - 53
1426,47 - 54
1426,47 - 55
1437,49 - 55
1440,49 - 55
1440,49 - 55
1451,51 - 55
1465,51 - 57
1491,51 - 59
1507,53 - 59
1552,56 - 59
1572,56 - 61
1583,58 - 61
1628,58 - 63
1639,60 - 63
1652,60 - 65
1666,63 - 65
1713,63 - 68
1739,63 - 70
1778,63 - 72
1819,66 - 72
1846,66 - 73
1846,66 - 74
1891,66 - 76
1909,68 - 76
2046,68 - 78
2057,70 - 78
2114,72 - 78
2135,72 - 80
2153,73 - 80
2153,74 - 80
2160,74 - 80
2160,74 - 80
2201,74 - 82
2218,76 - 82
2232,76 - 84
2242,78 - 84
2286,80 - 84
2348,82 - 84
2363,82 - 86
2398,84 - 86
2507,86 - 86
2555,88 - 86
2574,88 - 88
2586,90 - 88
2610,93 - 88
2633,93 - 89
2633,93 - 90
2661,95 - 90
2726,97 - 90
2763,97 - 92
2763,97 - 93
2777,99 - 93
2846,100 - 93
2846,100 - 94
2846,100 - 95
2848,101 - 95
2848,102 - 95
2854,102 - 97
2855,103 - 97
2855,104 - 97
2862,104 - 99
2875,104 - 101
2876,105 - 101
2876,106 - 101
2880,106 - 101
