CUMULATIVE_TIME,SCORE
17,0 - 3
31,2 - 3
38,2 - 6
61,4 - 6
84,6 - 6
102,6 - 8
130,6 - 10
153,6 - 11
153,6 - 12
174,8 - 12
201,10 - 12
213,10 - 14
252,11 - 14
252,12 - 14
269,13 - 14
285,13 - 16
307,13 - 18
324,15 - 18
345,15 - 20
370,17 - 20
382,17 - 22
419,17 - 24
435,20 - 24
476,20 - 27
518,20 - 29
559,23 - 29
571,23 - 32
587,24 - 32
587,25 - 32
587,26 - 32
600,26 - 34
630,26 - 36
645,27 - 36
645,28 - 36
655,28 - 39
710,31 - 39
719,31 - 40
720,31 - 40
720,31 - 40
843,33 - 40
864,36 - 40
878,36 - 42
954,36 - 44
983,36 - 46
1019,36 - 48
1048,36 - 49
1048,36 - 50
1067,38 - 50
1121,38 - 52
1131,41 - 52
1150,43 - 52
1180,45 - 52
1197,47 - 52
1214,50 - 52
1227,50 - 55
1243,53 - 55
1280,55 - 55
1294,57 - 55
1314,57 - 56
1314,57 - 57
1332,59 - 57
1361,59 - 58
1361,59 - 59
1388,59 - 61
1393,60 - 61
1393,61 - 61
1403,61 - 62
1403,61 - 63
1429,61 - 66
1440,61 - 66
1440,61 - 66
1481,61 - 69
1498,63 - 69
1520,63 - 71
1547,63 - 73
1584,63 - 75
1637,63 - 77
1661,63 - 79
1691,63 - 81
1720,63 - 83
1744,66 - 83
1744,66 - 84
1783,66 - 87
1814,66 - 89
1831,68 - 89
1847,70 - 89
1871,72 - 89
1871,73 - 89
1890,73 - 91
1918,73 - 93
1946,75 - 93
1982,77 - 93
2020,80 - 93
2078,80 - 94
2078,80 - 95
2092,82 - 95
2117,83 - 95
2117,84 - 95
2135,84 - 97
2160,84 - 97
2160,84 - 97
2206,84 - 99
2263,86 - 99
2285,86 - 101
2306,88 - 101
2330,88 - 103
2376,90 - 103
2400,92 - 103
2421,92 - 106
2458,95 - 106
2482,96 - 106
2482,97 - 106
2498,97 - 107
2498,97 - 108
2531,97 - 110
2542,99 - 110
2580,101 - 110
2592,101 - 112
2615,101 - 114
2655,101 - 116
2704,101 - 118
2740,101 - 121
2782,101 - 124
2792,103 - 124
2810,103 - 126
2862,105 - 126
2880,105 - 126
