CUMULATIVE_TIME,SCORE
45,2 - 0
67,3 - 0
67,4 - 0
90,4 - 2
117,6 - 2
158,8 - 2
279,8 - 3
279,8 - 4
321,11 - 4
350,14 - 4
376,14 - 5
438,15 - 5
438,16 - 5
467,19 - 5
505,22 - 5
561,22 - 6
561,22 - 7
581,22 - 8
581,22 - 9
581,22 - 10
581,22 - 11
631,23 - 11
631,24 - 11
652,27 - 11
720,27 - 11
720,27 - 11
780,27 - 13
810,27 - 15
840,27 - 17
879,29 - 17
919,31 - 17
922,31 - 18
932,33 - 18
951,33 - 21
965,35 - 21
982,35 - 23
1002,36 - 23
1029,38 - 23
1063,41 - 23
1098,43 - 23
1130,45 - 23
1206,45 - 25
1212,46 - 25
1212,47 - 25
1248,49 - 25
1263,49 - 26
1263,49 - 27
1279,51 - 27
1336,52 - 27
1336,53 - 27
1350,53 - 29
1376,54 - 29
1388,54 - 31
1440,54 - 31
1440,54 - 31
1476,56 - 31
1507,59 - 31
1537,59 - 33
1546,62 - 33
1572,65 - 33
1606,67 - 33
1705,67 - 34
1705,67 - 35
1721,69 - 35
1744,69 - 36
1744,69 - 37
1758,71 - 37
1775,71 - 39
1784,73 - 39
1784,74 - 39
1803,74 - 41
1817,77 - 41
1838,77 - 43
1850,79 - 43
1863,79 - 46
1881,81 - 46
1900,83 - 46
1915,86 - 46
1931,86 - 48
1972,89 - 48
1990,89 - 50
2008,90 - 50
2027,90 - 53
2063,92 - 53
2094,94 - 53
2107,94 - 55
2125,96 - 55
2138,96 - 57
2156,98 - 57
2160,98 - 57
2160,98 - 57
2216,98 - 59
2281,98 - 61
2305,98 - 63
2350,98 - 64
2377,98 - 66
2401,98 - 68
2420,100 - 68
2470,100 - 69
2470,100 - 70
2501,100 - 71
2501,100 - 72
2559,100 - 74
2614,102 - 74
2641,102 - 76
2653,104 - 76
2671,104 - 78
2692,104 - 81
2711,106 - 81
2722,106 - 83
2738,108 - 83
2747,108 - 85
2757,111 - 85
2783,112 - 85
2783,113 - 85
2798,113 - 87
2822,113 - 88
2822,113 - 89
2880,113 - 89
