CUMULATIVE_TIME,SCORE
25,0 - 2
56,3 - 2
84,5 - 2
115,7 - 2
150,10 - 2
187,10 - 4
240,12 - 4
259,12 - 6
289,14 - 6
316,14 - 8
380,14 - 9
417,17 - 9
434,17 - 12
482,17 - 13
482,17 - 14
520,19 - 14
520,20 - 14
597,20 - 17
603,22 - 17
603,23 - 17
714,23 - 19
720,25 - 19
720,25 - 19
720,25 - 19
799,25 - 21
867,27 - 21
895,30 - 21
918,32 - 21
933,32 - 23
963,34 - 23
1002,34 - 25
1016,36 - 25
1026,36 - 27
1026,36 - 28
1062,36 - 31
1078,38 - 31
1111,38 - 33
1183,38 - 34
1183,38 - 35
1201,40 - 35
1247,41 - 35
1247,42 - 35
1267,42 - 36
1267,42 - 37
1304,44 - 37
1325,46 - 37
1343,46 - 38
1354,46 - 41
1376,46 - 43
1376,46 - 44
1397,46 - 46
1440,46 - 46
1440,46 - 46
1512,49 - 46
1528,49 - 47
1528,49 - 48
1557,51 - 48
1587,53 - 48
1605,53 - 50
1631,53 - 51
1631,53 - 52
1643,56 - 52
1667,58 - 52
1698,58 - 53
1706,60 - 53
1746,61 - 53
1746,62 - 53
1799,62 - 55
1809,63 - 55
1843,66 - 55
1883,67 - 55
1883,68 - 55
1964,71 - 55
1987,71 - 57
2004,72 - 57
2004,73 - 57
2059,76 - 57
2130,76 - 59
2160,76 - 61
2160,76 - 61
2160,76 - 61
2202,76 - 63
2223,76 - 64
2223,76 - 65
2253,76 - 67
2298,78 - 67
2298,79 - 67
2325,80 - 67
2349,81 - 67
2385,84 - 67
2401,84 - 69
2431,84 - 71
2473,87 - 71
2504,87 - 73
2539,88 - 73
2560,90 - 73
2658,93 - 73
2703,96 - 73
2776,96 - 75
2776,96 - 76
2819,98 - 76
2836,98 - 78
2856,98 - 80
2880,98 - 80
