CUMULATIVE_TIME,SCORE
18,2 - 0
87,4 - 0
126,4 - 1
159,4 - 3
194,7 - 3
210,7 - 6
243,7 - 9
289,9 - 9
389,9 - 12
441,9 - 14
476,9 - 16
497,9 - 18
497,10 - 18
497,10 - 19
538,12 - 19
555,12 - 20
555,12 - 21
578,14 - 21
591,14 - 24
649,14 - 25
649,14 - 26
660,16 - 26
714,18 - 26
720,18 - 26
720,18 - 26
740,18 - 28
786,18 - 30
828,18 - 32
850,20 - 32
885,23 - 32
906,23 - 34
971,23 - 36
1003,23 - 38
1017,25 - 38
1038,25 - 41
1074,25 - 43
1127,27 - 43
1141,27 - 45
1197,28 - 45
1234,29 - 45
1234,30 - 45
1254,30 - 48
1280,31 - 48
1280,32 - 48
1296,32 - 51
1316,34 - 51
1344,35 - 51
1344,36 - 51
1365,36 - 53
1387,36 - 55
1404,38 - 55
1440,38 - 55
1440,38 - 55
1463,38 - 57
1483,39 - 57
1483,40 - 57
1519,41 - 57
1519,42 - 57
1542,45 - 57
1572,45 - 59
1633,45 - 61
1654,48 - 61
1713,50 - 61
1737,51 - 61
1737,52 - 61
1750,52 - 63
1750,52 - 64
1762,55 - 64
1799,55 - 66
1871,56 - 66
1871,57 - 66
1884,57 - 68
1948,57 - 71
1966,59 - 71
1983,59 - 73
1997,61 - 73
2022,61 - 76
2062,61 - 77
2062,61 - 78
2081,63 - 78
2137,63 - 81
2160,63 - 81
2160,63 - 81
2173,65 - 81
2226,66 - 81
2226,67 - 81
2264,69 - 81
2320,72 - 81
2337,72 - 84
2361,72 - 86
2444,72 - 88
2472,73 - 88
2472,74 - 88
2485,74 - 91
2507,74 - 92
2513,76 - 92
2547,78 - 92
2605,80 - 92
2607,80 - 93
2607,80 - 94
2617,82 - 94
2624,82 - 95
2624,82 - 96
2678,84 - 96
2694,84 - 98
2694,84 - 99
2723,86 - 99
2760,86 - 101
2776,87 - 101
2854,87 - 104
2858,88 - 104
2858,89 - 104
2880,89 - 104
