CUMULATIVE_TIME,SCORE
61,2 - 0
80,2 - 3
123,2 - 5
136,5 - 5
158,5 - 7
181,8 - 7
189,8 - 9
201,10 - 9
231,12 - 9
243,12 - 11
296,12 - 13
338,12 - 16
378,14 - 16
401,14 - 17
410,15 - 17
410,16 - 17
453,18 - 17
475,20 - 17
496,20 - 19
512,22 - 19
548,24 - 19
593,24 - 21
609,26 - 21
651,26 - 23
665,27 - 23
665,28 - 23
720,28 - 23
720,28 - 23
744,30 - 23
791,32 - 23
809,32 - 25
828,34 - 25
863,34 - 26
863,34 - 27
893,34 - 29
950,36 - 29
988,38 - 29
1005,38 - 31
1020,40 - 31
1062,42 - 31
1081,42 - 34
1177,42 - 37
1194,44 - 37
1224,44 - 38
1224,44 - 39
1244,46 - 39
1254,46 - 42
1302,46 - 44
1314,47 - 44
1314,48 - 44
1331,48 - 46
1354,50 - 46
1371,50 - 47
1394,50 - 50
1440,50 - 50
1440,50 - 50
1491,50 - 53
1512,50 - 55
1538,50 - 56
1538,50 - 57
1563,50 - 60
1579,51 - 60
1590,51 - 62
1635,51 - 64
1653,53 - 64
1695,55 - 64
1732,57 - 64
1741,57 - 66
1766,59 - 66
1787,60 - 66
1787,61 - 66
1798,61 - 68
1833,62 - 68
1833,63 - 68
1859,65 - 68
1877,65 - 69
1892,68 - 69
1933,68 - 71
1950,70 - 71
1970,70 - 73
1996,70 - 75
2011,72 - 75
2033,72 - 77
2044,73 - 77
2044,74 - 77
2063,74 - 79
2083,76 - 79
2119,76 - 81
2157,76 - 84
2160,76 - 84
2160,76 - 84
2174,76 - 87
2226,79 - 87
2238,79 - 88
2238,79 - 89
2271,79 - 91
2300,81 - 91
2327,84 - 91
2382,84 - 93
2407,84 - 94
2407,84 - 95
2430,84 - 98
2475,85 - 98
2500,86 - 98
2500,87 - 98
2522,89 - 98
2536,89 - 100
2552,90 - 100
2552,91 - 100
2568,91 - 102
2597,92 - 102
2597,93 - 102
2603,93 - 105
2623,94 - 105
2623,95 - 105
2663,95 - 107
2738,95 - 109
2781,95 - 110
2796,95 - 112
2808,98 - 112
2827,98 - 114
2827,98 - 115
2846,100 - 115
2865,100 - 117
2871,102 - 117
2880,102 - 117
