CUMULATIVE_TIME,SCORE
66,2 - 0
117,4 - 0
136,6 - 0
170,7 - 0
170,8 - 0
186,8 - 2
201,10 - 2
214,10 - 4
236,11 - 4
236,12 - 4
255,15 - 4
273,17 - 4
326,19 - 4
349,21 - 4
366,22 - 4
381,24 - 4
413,24 - 7
432,26 - 7
440,26 - 10
458,28 - 10
469,28 - 12
484,30 - 12
519,30 - 15
542,32 - 15
562,32 - 18
571,34 - 18
611,37 - 18
637,40 - 18
660,40 - 21
684,40 - 23
699,42 - 23
715,42 - 24
715,42 - 25
720,42 - 25
720,42 - 25
735,45 - 25
749,45 - 27
770,47 - 27
797,47 - 30
884,47 - 32
918,47 - 34
951,47 - 35
951,47 - 36
1013,47 - 38
1068,47 - 40
1106,49 - 40
1134,49 - 42
1156,49 - 44
1178,52 - 44
1220,53 - 44
1232,53 - 47
1254,53 - 49
1278,55 - 49
1283,55 - 50
1283,55 - 51
1322,57 - 51
1349,59 - 51
1361,59 - 54
1383,62 - 54
1389,62 - 56
1428,62 - 58
1440,62 - 58
1440,62 - 58
1454,64 - 58
1468,64 - 60
1507,66 - 60
1529,66 - 63
1547,67 - 63
1547,68 - 63
1555,68 - 66
1577,68 - 68
1593,70 - 68
1605,70 - 71
1627,70 - 73
1655,70 - 76
1689,73 - 76
1700,73 - 79
1719,76 - 79
1740,77 - 79
1740,78 - 79
1752,78 - 80
1752,78 - 81
1774,79 - 81
1774,80 - 81
1791,80 - 84
1819,82 - 84
1840,82 - 86
1867,82 - 88
1897,84 - 88
1897,85 - 88
1918,88 - 88
1940,88 - 91
1956,89 - 91
1969,91 - 91
1989,91 - 92
2051,91 - 93
2073,91 - 94
2073,91 - 95
2073,91 - 96
2084,92 - 96
2084,93 - 96
2099,93 - 99
2107,95 - 99
2133,95 - 101
2159,98 - 101
2160,98 - 101
2160,98 - 101
2175,98 - 103
2209,98 - 106
2253,98 - 108
2266,99 - 108
2342,101 - 108
2395,101 - 111
2417,101 - 112
2446,103 - 112
2463,105 - 112
2495,106 - 112
2495,107 - 112
2587,107 - 114
2615,108 - 114
2615,109 - 114
2650,109 - 116
2671,111 - 116
2687,111 - 118
2697,113 - 118
2716,113 - 120
2761,113 - 121
2761,113 - 122
2785,113 - 123
2796,113 - 124
2796,113 - 125
2816,114 - 125
2827,114 - 128
2880,114 - 128
