CUMULATIVE_TIME,SCORE
81,0 - 1
81,0 - 2
177,0 - 3
177,0 - 4
193,3 - 4
224,5 - 4
242,5 - 6
261,7 - 6
279,10 - 6
302,11 - 6
302,12 - 6
302,13 - 6
320,15 - 6
354,15 - 8
362,18 - 8
382,20 - 8
403,20 - 10
418,22 - 10
452,22 - 12
482,22 - 15
503,24 - 15
571,24 - 17
597,24 - 19
640,26 - 19
660,26 - 21
679,28 - 21
717,28 - 22
720,28 - 22
720,28 - 22
738,28 - 24
766,28 - 26
782,28 - 29
802,28 - 30
802,28 - 31
823,28 - 33
834,29 - 33
852,29 - 35
933,32 - 35
955,32 - 36
993,33 - 36
993,34 - 36
1025,36 - 36
1064,38 - 36
1089,39 - 36
1089,40 - 36
1150,42 - 36
1169,42 - 38
1185,45 - 38
1210,45 - 41
1237,47 - 41
1285,49 - 41
1309,49 - 43
1317,52 - 43
1333,53 - 43
1333,54 - 43
1368,57 - 43
1384,57 - 44
1384,57 - 45
1397,59 - 45
1419,59 - 46
1419,59 - 47
1438,61 - 47
1440,61 - 49
1440,61 - 49
1440,61 - 49
1493,63 - 49
1508,63 - 51
1519,65 - 51
1547,65 - 53
1581,65 - 55
1612,65 - 57
1643,65 - 60
1680,65 - 62
1697,67 - 62
1722,67 - 65
1742,67 - 66
1760,67 - 68
1773,69 - 68
1797,69 - 70
1807,71 - 70
1862,71 - 72
1878,74 - 72
1903,74 - 74
1920,76 - 74
1988,76 - 75
1988,76 - 76
2005,79 - 76
2040,79 - 77
2040,79 - 78
2137,79 - 80
2160,79 - 80
2160,79 - 80
2189,81 - 80
2203,81 - 81
2203,81 - 82
2221,82 - 82
2221,83 - 82
2247,85 - 82
2303,87 - 82
2362,87 - 85
2429,89 - 85
2447,89 - 86
2447,89 - 87
2464,92 - 87
2495,95 - 87
2563,97 - 87
2609,98 - 87
2641,98 - 90
2657,101 - 90
2689,103 - 90
2702,103 - 92
2743,105 - 92
2760,105 - 94
2785,105 - 95
2785,105 - 96
2824,106 - 96
2824,107 - 96
2837,107 - 98
2849,107 - 100
2854,108 - 100
2856,109 - 100
2856,110 - 100
2865,111 - 100
2865,112 - 100
2871,112 - 102
2880,112 - 102
