CUMULATIVE_TIME,SCORE
16,2 - 0
46,5 - 0
89,5 - 2
131,7 - 2
159,7 - 4
170,8 - 4
175,10 - 4
221,10 - 6
243,11 - 6
243,12 - 6
255,12 - 8
264,15 - 8
278,15 - 10
404,17 - 10
415,18 - 10
427,18 - 12
449,21 - 12
489,22 - 12
509,22 - 14
534,22 - 16
566,23 - 16
588,23 - 18
620,23 - 19
620,23 - 20
643,25 - 20
675,27 - 20
675,28 - 20
720,28 - 20
720,28 - 20
735,28 - 22
771,28 - 23
771,28 - 24
788,30 - 24
820,30 - 25
832,30 - 27
832,30 - 28
847,32 - 28
915,35 - 28
1012,35 - 30
1028,38 - 30
1079,39 - 30
1079,40 - 30
1120,40 - 32
1149,40 - 34
1150,40 - 35
1175,42 - 35
1204,42 - 37
1223,44 - 37
1235,44 - 39
1247,46 - 39
1270,46 - 40
1270,46 - 41
1309,46 - 44
1358,49 - 44
1372,49 - 46
1372,49 - 47
1416,52 - 47
1440,52 - 47
1440,52 - 47
1608,52 - 48
1608,52 - 49
1637,52 - 51
1710,54 - 51
1720,54 - 53
1734,56 - 53
1775,58 - 53
1795,58 - 55
1854,58 - 56
1854,58 - 57
1867,60 - 57
1867,61 - 57
1892,63 - 57
1920,63 - 59
1937,63 - 61
1952,65 - 61
1994,65 - 63
2014,65 - 65
2066,65 - 66
2103,66 - 66
2103,67 - 66
2158,69 - 66
2158,70 - 66
2160,70 - 66
2160,70 - 66
2192,70 - 67
2231,70 - 68
2247,72 - 68
2247,73 - 68
2263,73 - 70
2311,75 - 70
2369,75 - 72
2383,77 - 72
2412,79 - 72
2433,79 - 75
2453,81 - 75
2571,83 - 75
2588,83 - 76
2588,83 - 77
2611,83 - 79
2634,85 - 79
2699,85 - 82
2738,87 - 82
2738,88 - 82
2795,88 - 84
2859,88 - 86
2864,89 - 86
2875,90 - 86
2875,91 - 86
2880,91 - 86
