CUMULATIVE_TIME,SCORE
25,2 - 0
39,2 - 2
50,4 - 2
93,4 - 4
117,6 - 4
130,6 - 5
130,6 - 6
150,8 - 6
170,8 - 8
170,8 - 9
180,10 - 9
203,11 - 9
203,12 - 9
221,14 - 9
228,14 - 11
246,16 - 11
260,18 - 11
280,18 - 14
297,19 - 14
297,20 - 14
315,20 - 17
339,20 - 20
383,22 - 20
407,22 - 23
461,24 - 23
482,26 - 23
521,26 - 25
566,28 - 25
591,30 - 25
591,31 - 25
605,31 - 27
662,31 - 29
662,31 - 30
670,32 - 30
684,33 - 30
684,34 - 30
697,34 - 32
718,36 - 32
720,36 - 32
720,36 - 32
759,38 - 32
779,38 - 34
797,40 - 34
840,40 - 36
870,40 - 37
870,40 - 38
891,40 - 40
908,42 - 40
927,42 - 42
942,42 - 44
958,44 - 44
1004,46 - 44
1032,47 - 44
1062,48 - 44
1062,49 - 44
1084,49 - 47
1143,49 - 48
1143,49 - 49
1168,49 - 51
1246,51 - 51
1257,51 - 53
1309,51 - 55
1309,51 - 56
1334,51 - 58
1345,53 - 58
1355,53 - 61
1372,54 - 61
1372,55 - 61
1391,55 - 63
1411,55 - 65
1440,55 - 66
1440,55 - 66
1440,55 - 66
1461,55 - 69
1590,56 - 69
1590,57 - 69
1622,59 - 69
1668,59 - 70
1668,59 - 71
1685,61 - 71
1724,61 - 74
1750,63 - 74
1763,63 - 76
1783,65 - 76
1793,65 - 78
1852,65 - 80
1876,68 - 80
1894,68 - 82
1903,70 - 82
1903,71 - 82
1926,73 - 82
1949,73 - 85
2044,75 - 85
2065,75 - 87
2160,75 - 87
2160,75 - 87
2190,75 - 89
2229,77 - 89
2256,79 - 89
2336,79 - 91
2350,79 - 93
2364,81 - 93
2397,83 - 93
2477,85 - 93
2509,88 - 93
2549,88 - 96
2564,89 - 96
2564,90 - 96
2601,90 - 98
2642,92 - 98
2689,92 - 100
2713,94 - 100
2728,94 - 103
2789,96 - 103
2805,96 - 105
2869,99 - 105
2870,99 - 106
2870,99 - 107
2880,99 - 107
