CUMULATIVE_TIME,SCORE
16,2 - 0
80,5 - 0
108,5 - 3
138,8 - 3
160,8 - 6
193,10 - 6
220,10 - 8
252,10 - 10
278,12 - 10
304,12 - 13
331,14 - 13
350,14 - 15
376,14 - 17
387,16 - 17
407,16 - 19
426,18 - 19
436,18 - 22
467,18 - 24
501,20 - 24
520,20 - 26
547,20 - 27
547,20 - 28
567,22 - 28
617,23 - 28
617,24 - 28
668,26 - 28
720,26 - 29
720,26 - 30
720,26 - 30
720,26 - 30
768,26 - 32
783,28 - 32
792,28 - 34
792,28 - 35
812,31 - 35
844,33 - 35
878,35 - 35
932,35 - 38
945,37 - 38
958,37 - 40
987,37 - 42
1014,37 - 43
1014,37 - 44
1028,38 - 44
1028,39 - 44
1042,39 - 47
1051,41 - 47
1094,41 - 50
1124,41 - 53
1145,44 - 53
1166,47 - 53
1192,47 - 55
1192,47 - 56
1214,49 - 56
1231,49 - 58
1256,51 - 58
1256,52 - 58
1278,52 - 60
1342,55 - 60
1377,55 - 61
1377,55 - 62
1413,57 - 62
1440,57 - 62
1440,57 - 62
1452,57 - 64
1471,59 - 64
1490,59 - 66
1515,61 - 66
1549,64 - 66
1587,66 - 66
1653,69 - 66
1681,69 - 69
1705,71 - 69
1743,73 - 69
1794,75 - 69
1819,77 - 69
1855,80 - 69
1916,80 - 71
1916,80 - 72
1938,82 - 72
1960,82 - 74
1980,82 - 77
2027,85 - 77
2061,87 - 77
2076,87 - 79
2086,89 - 79
2110,91 - 79
2147,93 - 79
2159,93 - 80
2160,93 - 80
2160,93 - 80
2176,96 - 80
2200,96 - 83
2220,98 - 83
2262,98 - 86
2349,100 - 86
2370,100 - 88
2398,100 - 91
2424,102 - 91
2454,104 - 91
2473,104 - 92
2473,104 - 93
2508,106 - 93
2550,106 - 95
2577,108 - 95
2606,109 - 95
2606,110 - 95
2637,111 - 95
2637,112 - 95
2644,112 - 98
2658,112 - 99
2672,114 - 99
2699,115 - 99
2715,115 - 102
2735,115 - 104
2759,118 - 104
2778,120 - 104
2792,120 - 106
2811,120 - 108
2841,122 - 108
2880,122 - 108
