CUMULATIVE_TIME,SCORE
28,2 - 0
41,2 - 2
80,4 - 2
92,4 - 4
112,6 - 4
123,6 - 7
148,6 - 10
188,6 - 12
214,6 - 15
243,6 - 17
279,6 - 20
295,7 - 20
295,8 - 20
311,8 - 22
330,8 - 24
353,8 - 25
353,8 - 26
449,11 - 26
479,12 - 26
508,14 - 26
556,14 - 29
576,16 - 29
588,16 - 31
623,18 - 31
648,19 - 31
648,20 - 31
664,22 - 31
670,22 - 34
690,24 - 34
690,25 - 34
720,25 - 34
720,25 - 34
732,27 - 34
758,29 - 34
811,31 - 34
838,31 - 36
869,31 - 38
912,31 - 40
912,31 - 41
945,31 - 42
945,31 - 43
945,31 - 44
958,32 - 44
958,33 - 44
1033,33 - 46
1076,34 - 46
1076,35 - 46
1093,35 - 48
1132,37 - 48
1163,38 - 48
1163,39 - 48
1187,41 - 48
1196,41 - 51
1269,44 - 51
1302,44 - 53
1321,45 - 53
1321,46 - 53
1331,46 - 55
1384,47 - 55
1384,48 - 55
1402,48 - 56
1415,51 - 56
1440,51 - 56
1440,51 - 56
1451,54 - 56
1477,56 - 56
1502,58 - 56
1511,58 - 57
1511,58 - 58
1576,58 - 60
1617,59 - 60
1617,60 - 60
1659,60 - 63
1680,62 - 63
1707,64 - 63
1726,64 - 66
1796,64 - 68
1816,66 - 68
1828,66 - 71
1863,66 - 74
1885,67 - 74
1885,68 - 74
1901,68 - 77
1953,68 - 79
1968,69 - 79
1968,70 - 79
1977,70 - 82
2010,70 - 84
2034,70 - 87
2063,70 - 89
2094,70 - 92
2110,71 - 92
2125,71 - 95
2148,73 - 95
2156,73 - 96
2156,73 - 97
2160,73 - 97
2160,73 - 97
2182,73 - 99
2226,73 - 100
2226,73 - 101
2251,73 - 104
2312,74 - 104
2312,75 - 104
2332,77 - 104
2345,77 - 106
2362,79 - 106
2444,79 - 108
2444,79 - 109
2466,81 - 109
2487,81 - 111
2505,81 - 113
2545,81 - 114
2545,81 - 115
2559,83 - 115
2574,83 - 117
2587,85 - 117
2596,85 - 119
2612,87 - 119
2623,87 - 120
2623,87 - 121
2639,89 - 121
2667,91 - 121
2706,93 - 121
2716,93 - 123
2728,94 - 123
2767,94 - 124
2784,96 - 124
2814,98 - 124
2821,98 - 126
2829,99 - 126
2867,100 - 126
2867,101 - 126
2880,101 - 126
