CUMULATIVE_TIME,SCORE
50,3 - 0
58,3 - 1
58,3 - 2
86,4 - 2
86,5 - 2
142,5 - 5
157,5 - 8
181,7 - 8
236,10 - 8
245,10 - 10
286,12 - 10
293,12 - 12
317,14 - 12
343,16 - 12
358,16 - 14
358,16 - 15
454,18 - 15
464,18 - 18
484,19 - 18
484,20 - 18
493,20 - 20
508,22 - 20
532,24 - 20
545,24 - 22
585,24 - 23
585,24 - 24
641,24 - 26
685,27 - 26
720,27 - 26
720,27 - 26
737,30 - 26
758,30 - 28
777,33 - 28
796,33 - 31
826,33 - 34
854,33 - 36
884,33 - 38
914,33 - 39
914,33 - 40
929,35 - 40
957,37 - 40
986,37 - 42
1021,37 - 45
1045,38 - 45
1060,38 - 47
1090,40 - 47
1100,40 - 49
1116,43 - 49
1165,43 - 52
1198,45 - 52
1232,45 - 54
1250,47 - 54
1269,47 - 57
1289,47 - 59
1305,47 - 60
1305,48 - 60
1316,48 - 62
1336,48 - 65
1367,48 - 68
1386,50 - 68
1419,50 - 70
1438,52 - 70
1439,52 - 73
1440,52 - 73
1440,52 - 73
1485,55 - 73
1500,55 - 75
1556,55 - 78
1568,56 - 78
1581,56 - 81
1605,58 - 81
1632,60 - 81
1647,60 - 82
1690,60 - 85
1732,62 - 85
1758,64 - 85
1767,64 - 88
1802,64 - 90
1834,64 - 93
1858,64 - 95
1872,65 - 95
1886,65 - 98
1905,67 - 98
1920,67 - 100
1947,67 - 103
1966,69 - 103
1974,69 - 105
2002,69 - 107
2039,69 - 108
2039,69 - 109
2086,71 - 109
2122,71 - 110
2122,71 - 111
2134,73 - 111
2160,73 - 111
2160,73 - 111
2185,75 - 111
2200,75 - 113
2200,75 - 114
2224,77 - 114
2253,80 - 114
2271,80 - 116
2322,82 - 116
2445,82 - 118
2475,82 - 120
2498,84 - 120
2515,84 - 123
2583,86 - 123
2604,87 - 123
2655,89 - 123
2673,89 - 124
2673,89 - 125
2759,92 - 125
2792,94 - 125
2880,94 - 125
