CUMULATIVE_TIME,SCORE
18,2 - 0
57,2 - 2
96,2 - 4
114,2 - 6
175,2 - 9
193,4 - 9
232,6 - 9
278,9 - 9
303,11 - 9
326,11 - 11
341,12 - 11
355,12 - 13
393,12 - 15
409,14 - 15
432,14 - 17
446,16 - 17
467,18 - 17
486,18 - 20
517,18 - 23
539,18 - 24
539,18 - 25
566,18 - 27
566,18 - 28
580,18 - 30
605,18 - 33
641,18 - 34
663,20 - 34
681,20 - 36
720,20 - 36
720,20 - 36
737,21 - 36
737,22 - 36
759,22 - 38
759,22 - 38
780,24 - 38
802,26 - 38
822,26 - 40
836,27 - 40
860,30 - 40
868,30 - 42
891,32 - 42
907,32 - 44
1001,32 - 46
1034,34 - 46
1043,34 - 47
1043,34 - 48
1056,35 - 48
1066,35 - 51
1094,37 - 51
1151,37 - 53
1184,38 - 53
1200,40 - 53
1230,41 - 53
1246,43 - 53
1280,43 - 55
1286,46 - 55
1340,46 - 57
1340,46 - 58
1361,46 - 60
1399,48 - 60
1408,48 - 62
1420,50 - 62
1438,50 - 64
1440,50 - 64
1440,50 - 64
1457,53 - 64
1476,53 - 66
1499,53 - 67
1536,53 - 69
1573,53 - 71
1605,53 - 73
1605,53 - 74
1628,53 - 76
1661,55 - 76
1693,57 - 76
1718,58 - 76
1718,59 - 76
1739,62 - 76
1760,62 - 77
1760,62 - 78
1788,62 - 79
1788,62 - 80
1816,65 - 80
1832,67 - 80
1865,69 - 80
1877,69 - 82
1916,69 - 84
1949,70 - 84
1987,72 - 84
2005,72 - 85
2030,72 - 86
2040,72 - 87
2052,74 - 87
2072,74 - 89
2105,74 - 91
2143,74 - 93
2159,76 - 93
2160,76 - 93
2160,76 - 93
2236,77 - 93
2251,77 - 95
2289,77 - 98
2319,77 - 100
2345,79 - 100
2396,79 - 102
2426,79 - 104
2443,82 - 104
2463,82 - 105
2463,82 - 106
2473,84 - 106
2498,87 - 106
2513,87 - 109
2530,89 - 109
2548,89 - 111
2581,89 - 114
2597,91 - 114
2625,93 - 114
2648,95 - 114
2666,95 - 115
2666,95 - 116
2676,96 - 116
2689,96 - 119
2709,98 - 119
2724,98 - 121
2724,98 - 122
2735,100 - 122
2754,100 - 124
2773,101 - 124
2773,102 - 124
2802,104 - 124
2838,106 - 124
2843,106 - 126
2852,108 - 126
2872,108 - 128
2880,108 - 128
