CUMULATIVE_TIME,SCORE
21,0 - 2
46,2 - 2
75,4 - 2
92,4 - 4
121,4 - 7
159,6 - 7
176,6 - 9
189,8 - 9
189,9 - 9
243,11 - 9
328,11 - 12
361,13 - 12
392,16 - 12
438,16 - 14
455,18 - 14
480,18 - 16
508,18 - 18
524,20 - 18
543,21 - 18
543,22 - 18
567,22 - 20
596,22 - 23
632,22 - 25
642,24 - 25
673,26 - 25
718,28 - 25
720,28 - 25
720,28 - 25
765,30 - 25
787,32 - 25
805,32 - 27
835,34 - 27
897,36 - 27
937,36 - 28
937,36 - 29
956,38 - 29
980,38 - 31
989,40 - 31
1009,40 - 32
1022,42 - 32
1037,42 - 34
1088,42 - 35
1088,42 - 36
1110,42 - 38
1132,44 - 38
1166,45 - 38
1172,48 - 38
1225,48 - 41
1301,51 - 41
1332,54 - 41
1352,54 - 43
1410,54 - 44
1429,56 - 44
1439,56 - 46
1440,56 - 46
1440,56 - 46
1483,56 - 48
1511,56 - 50
1582,56 - 52
1599,59 - 52
1634,59 - 54
1647,61 - 54
1662,61 - 56
1717,61 - 58
1791,62 - 58
1810,62 - 59
1826,65 - 59
1861,67 - 59
1886,69 - 59
1908,71 - 59
1926,71 - 60
1961,71 - 61
2014,73 - 61
2041,73 - 63
2066,73 - 65
2114,73 - 66
2114,73 - 67
2160,73 - 67
2160,73 - 67
2199,73 - 68
2199,73 - 69
2222,75 - 69
2249,77 - 69
2273,79 - 69
2306,81 - 69
2320,81 - 71
2355,83 - 71
2419,85 - 71
2437,85 - 72
2478,85 - 75
2507,85 - 77
2534,85 - 78
2534,85 - 79
2607,85 - 81
2625,85 - 83
2696,87 - 83
2717,87 - 85
2748,87 - 86
2748,87 - 87
2766,89 - 87
2786,89 - 89
2798,92 - 89
2812,92 - 90
2812,92 - 91
2878,93 - 91
2878,94 - 91
2880,94 - 91
