CUMULATIVE_TIME,SCORE
19,3 - 0
86,6 - 0
137,6 - 3
147,8 - 3
162,8 - 5
215,11 - 5
230,11 - 8
240,12 - 8
268,14 - 8
284,14 - 11
304,14 - 14
359,14 - 15
375,14 - 17
390,14 - 20
445,16 - 20
484,16 - 22
526,16 - 24
541,18 - 24
551,18 - 26
553,19 - 26
565,20 - 26
619,22 - 26
628,22 - 28
669,22 - 29
701,24 - 29
720,24 - 29
720,24 - 29
759,26 - 29
824,26 - 30
824,26 - 31
855,28 - 31
855,29 - 31
899,29 - 34
937,29 - 36
1054,29 - 38
1070,30 - 38
1070,31 - 38
1087,31 - 41
1099,32 - 41
1099,33 - 41
1130,35 - 41
1147,35 - 44
1158,37 - 44
1224,37 - 46
1238,38 - 46
1263,38 - 48
1307,38 - 49
1307,38 - 50
1342,40 - 50
1367,40 - 52
1440,40 - 52
1440,40 - 52
1479,42 - 52
1533,42 - 54
1550,42 - 55
1550,42 - 56
1579,42 - 58
1624,45 - 58
1644,47 - 58
1667,47 - 60
1701,47 - 63
1712,48 - 63
1722,48 - 66
1735,49 - 66
1735,50 - 66
1746,50 - 67
1746,50 - 68
1783,52 - 68
1802,52 - 70
1813,54 - 70
1888,54 - 72
1903,55 - 72
1921,55 - 74
1934,56 - 74
1934,57 - 74
1964,57 - 76
1979,59 - 76
1979,60 - 76
1996,60 - 78
2005,62 - 78
2047,62 - 79
2047,62 - 80
2082,64 - 80
2098,64 - 82
2160,64 - 82
2160,64 - 82
2176,66 - 82
2193,66 - 85
2220,67 - 85
2220,68 - 85
2237,68 - 87
2273,68 - 88
2355,68 - 90
2422,68 - 91
2422,68 - 92
2437,68 - 93
2437,68 - 94
2449,70 - 94
2466,70 - 96
2485,72 - 96
2495,72 - 98
2522,73 - 98
2567,73 - 100
2583,76 - 100
2609,78 - 100
2632,80 - 100
2714,80 - 102
2726,82 - 102
2767,82 - 104
2792,84 - 104
2813,87 - 104
2822,89 - 104
2880,89 - 104
