CUMULATIVE_TIME,SCORE
18,2 - 0
41,4 - 0
71,6 - 0
92,8 - 0
125,10 - 0
141,10 - 2
162,10 - 4
190,10 - 6
217,12 - 6
336,15 - 6
355,15 - 8
390,15 - 10
461,18 - 10
503,18 - 11
503,18 - 12
522,21 - 12
543,21 - 15
555,23 - 15
573,23 - 16
585,26 - 16
599,26 - 18
620,28 - 18
641,28 - 21
667,28 - 23
681,29 - 23
692,29 - 24
712,31 - 24
719,31 - 26
719,31 - 27
720,31 - 27
720,31 - 27
736,31 - 29
761,33 - 29
778,33 - 30
817,33 - 32
822,34 - 32
832,34 - 34
846,36 - 34
862,36 - 36
886,36 - 37
886,36 - 38
903,39 - 38
913,39 - 39
959,41 - 39
995,44 - 39
1016,46 - 39
1117,48 - 39
1135,48 - 41
1144,50 - 41
1161,50 - 43
1174,52 - 43
1202,54 - 43
1233,57 - 43
1252,57 - 44
1252,57 - 45
1257,58 - 45
1257,59 - 45
1282,60 - 45
1282,61 - 45
1332,61 - 46
1379,61 - 48
1396,61 - 50
1405,63 - 50
1415,63 - 52
1434,65 - 52
1440,65 - 52
1440,65 - 52
1493,65 - 55
1518,67 - 55
1567,69 - 55
1650,71 - 55
1702,71 - 56
1720,73 - 56
1740,76 - 56
1757,76 - 58
1769,79 - 58
1788,79 - 61
1798,82 - 61
1940,82 - 63
1956,84 - 63
1994,85 - 63
1994,86 - 63
2064,89 - 63
2093,90 - 63
2133,90 - 65
2152,92 - 65
2160,92 - 65
2160,92 - 65
2211,92 - 67
2234,92 - 69
2251,93 - 69
2336,93 - 71
2352,95 - 71
2378,97 - 71
2390,97 - 73
2439,98 - 73
2456,98 - 75
2472,98 - 77
2499,98 - 79
2526,100 - 79
2544,100 - 82
2579,102 - 82
2605,105 - 82
2623,107 - 82
2665,107 - 84
2702,107 - 86
2702,107 - 87
2717,109 - 87
2735,109 - 88
2735,109 - 89
2766,109 - 90
2766,109 - 91
2784,109 - 93
2822,111 - 93
2848,111 - 96
2880,111 - 96
