CUMULATIVE_TIME,SCORE
131,2 - 0
168,4 - 0
187,4 - 2
231,6 - 2
251,8 - 2
258,8 - 5
280,8 - 6
292,11 - 6
303,11 - 8
333,11 - 9
333,11 - 10
360,11 - 13
376,13 - 13
384,13 - 15
409,15 - 15
512,15 - 17
540,18 - 17
567,18 - 20
580,20 - 20
589,20 - 22
603,21 - 22
639,23 - 22
653,23 - 23
653,23 - 24
653,23 - 25
687,23 - 26
687,23 - 27
713,24 - 27
713,25 - 27
719,25 - 28
719,25 - 29
720,25 - 29
720,25 - 29
740,27 - 29
756,27 - 32
768,29 - 32
794,31 - 32
826,32 - 32
826,33 - 32
883,33 - 35
969,35 - 35
1011,35 - 37
1041,37 - 37
1060,37 - 38
1090,37 - 40
1113,37 - 42
1137,40 - 42
1157,40 - 45
1172,41 - 45
1187,41 - 47
1204,43 - 47
1339,45 - 47
1370,45 - 49
1388,45 - 50
1388,45 - 51
1401,48 - 51
1409,48 - 53
1440,48 - 56
1440,48 - 56
1440,48 - 56
1474,50 - 56
1506,51 - 56
1539,51 - 58
1558,54 - 58
1589,56 - 58
1629,56 - 60
1677,58 - 60
1727,61 - 60
1770,63 - 60
1778,66 - 60
1807,68 - 60
1853,70 - 60
1943,70 - 63
1975,70 - 65
2019,71 - 65
2019,72 - 65
2037,74 - 65
2051,74 - 67
2133,74 - 68
2133,74 - 69
2154,76 - 69
2160,76 - 69
2160,76 - 69
2180,76 - 71
2238,78 - 71
2247,78 - 72
2247,78 - 73
2285,78 - 75
2340,78 - 77
2351,79 - 77
2351,80 - 77
2372,80 - 80
2393,82 - 80
2473,82 - 82
2503,84 - 82
2558,86 - 82
2584,88 - 82
2742,91 - 82
2754,91 - 84
2791,93 - 84
2818,96 - 84
2848,96 - 87
2869,98 - 87
2880,98 - 87
