CUMULATIVE_TIME,SCORE
32,0 - 2
78,2 - 2
156,4 - 2
207,4 - 4
214,6 - 4
250,6 - 6
278,6 - 8
286,9 - 8
310,9 - 10
322,11 - 10
348,13 - 10
364,13 - 12
399,13 - 14
417,15 - 14
440,17 - 14
452,17 - 16
477,17 - 18
490,19 - 18
513,19 - 20
584,22 - 20
602,22 - 22
622,23 - 22
622,24 - 22
651,26 - 22
676,26 - 24
691,28 - 24
720,30 - 24
720,30 - 24
720,30 - 24
766,30 - 26
786,30 - 28
786,30 - 29
819,30 - 32
845,30 - 34
872,30 - 37
901,30 - 40
969,30 - 42
998,30 - 44
1031,32 - 44
1060,34 - 44
1081,34 - 46
1137,34 - 48
1163,36 - 48
1202,38 - 48
1255,39 - 48
1255,40 - 48
1277,42 - 48
1302,42 - 50
1328,45 - 50
1328,46 - 50
1385,46 - 52
1399,49 - 52
1407,49 - 54
1407,49 - 55
1437,49 - 56
1437,49 - 57
1440,49 - 57
1440,49 - 57
1493,49 - 59
1526,51 - 59
1596,51 - 61
1664,53 - 61
1710,55 - 61
1744,55 - 63
1791,55 - 65
1857,58 - 65
1872,58 - 67
1889,59 - 67
1889,60 - 67
1938,60 - 69
1967,60 - 70
1976,62 - 70
2015,62 - 72
2025,65 - 72
2026,65 - 73
2049,66 - 73
2095,66 - 74
2095,66 - 75
2110,69 - 75
2120,69 - 78
2159,69 - 80
2160,69 - 80
2160,69 - 80
2177,69 - 82
2197,70 - 82
2197,71 - 82
2197,72 - 82
2205,72 - 83
2205,72 - 84
2232,72 - 86
2265,74 - 86
2302,76 - 86
2336,79 - 86
2365,82 - 86
2404,82 - 88
2450,84 - 88
2476,86 - 88
2508,86 - 89
2508,86 - 90
2570,88 - 90
2601,88 - 93
2694,88 - 95
2695,88 - 96
2695,88 - 97
2707,90 - 97
2770,92 - 97
2786,92 - 99
2789,94 - 99
2842,96 - 99
2850,96 - 101
2855,98 - 101
2865,98 - 102
2865,98 - 103
2879,98 - 105
2880,98 - 105
