CUMULATIVE_TIME,SCORE
77,0 - 2
101,1 - 2
114,3 - 2
159,3 - 3
178,3 - 5
196,3 - 7
229,5 - 7
247,7 - 7
271,9 - 7
294,12 - 7
332,12 - 9
380,13 - 9
391,13 - 11
419,13 - 12
459,13 - 14
475,15 - 14
524,15 - 16
539,17 - 16
569,18 - 16
569,19 - 16
603,21 - 16
628,23 - 16
656,23 - 17
656,23 - 18
669,25 - 18
684,25 - 21
719,25 - 23
720,25 - 23
720,25 - 23
814,25 - 25
814,25 - 26
830,27 - 26
877,27 - 28
877,27 - 29
911,29 - 29
946,29 - 31
983,30 - 31
983,31 - 31
1009,32 - 31
1009,33 - 31
1009,34 - 31
1037,36 - 31
1064,36 - 32
1064,36 - 33
1128,36 - 34
1128,36 - 35
1160,37 - 35
1218,37 - 36
1218,37 - 37
1241,37 - 38
1257,39 - 38
1269,39 - 40
1269,39 - 41
1305,39 - 42
1305,39 - 43
1325,40 - 43
1325,41 - 43
1342,41 - 46
1362,43 - 46
1364,43 - 47
1401,43 - 48
1401,43 - 49
1415,44 - 49
1415,45 - 49
1439,47 - 49
1440,47 - 49
1440,47 - 49
1460,49 - 49
1564,49 - 51
1585,50 - 51
1666,50 - 52
1711,51 - 52
1744,51 - 54
1758,52 - 54
1758,53 - 54
1825,55 - 54
1859,57 - 54
1894,60 - 54
1916,60 - 56
1941,62 - 56
1977,64 - 56
2008,65 - 56
2025,66 - 56
2025,67 - 56
2047,68 - 56
2067,70 - 56
2086,70 - 57
2086,70 - 58
2101,73 - 58
2126,73 - 61
2155,73 - 63
2160,73 - 63
2160,73 - 63
2186,75 - 63
2214,75 - 64
2214,75 - 65
2389,77 - 65
2389,78 - 65
2447,78 - 67
2474,78 - 69
2496,80 - 69
2522,82 - 69
2601,84 - 69
2618,84 - 71
2642,87 - 71
2650,87 - 72
2650,87 - 73
2673,89 - 73
2701,89 - 75
2789,92 - 75
2805,92 - 77
2821,95 - 77
2880,95 - 77
