CUMULATIVE_TIME,SCORE
40,2 - 0
61,4 - 0
79,4 - 2
88,6 - 2
159,9 - 2
184,9 - 5
193,12 - 5
221,15 - 5
236,15 - 7
258,17 - 7
281,19 - 7
295,19 - 8
314,19 - 9
314,19 - 10
363,21 - 10
398,23 - 10
425,23 - 12
437,24 - 12
437,25 - 12
466,28 - 12
479,28 - 13
497,30 - 13
561,32 - 13
593,32 - 15
614,32 - 17
632,33 - 17
632,34 - 17
645,34 - 18
669,36 - 18
688,39 - 18
720,39 - 18
720,39 - 18
744,42 - 18
776,42 - 20
806,42 - 22
886,44 - 22
905,46 - 22
925,46 - 24
961,46 - 25
999,48 - 25
1040,48 - 27
1052,50 - 27
1086,52 - 27
1156,52 - 29
1156,52 - 30
1174,54 - 30
1189,54 - 32
1220,55 - 32
1247,58 - 32
1253,58 - 34
1298,60 - 34
1320,62 - 34
1337,62 - 36
1355,64 - 36
1361,64 - 38
1361,64 - 39
1387,64 - 41
1410,64 - 44
1434,66 - 44
1440,66 - 44
1440,66 - 44
1459,69 - 44
1460,70 - 44
1477,70 - 45
1538,70 - 47
1566,70 - 49
1581,71 - 49
1607,71 - 51
1641,71 - 53
1664,71 - 55
1704,74 - 55
1721,74 - 57
1754,74 - 59
1764,77 - 59
1792,77 - 62
1815,77 - 64
1958,78 - 64
1958,79 - 64
1988,80 - 64
1988,81 - 64
1988,82 - 64
2015,84 - 64
2025,84 - 66
2080,86 - 66
2080,87 - 66
2155,87 - 68
2160,87 - 68
2160,87 - 68
2208,89 - 68
2215,89 - 70
2238,89 - 71
2238,89 - 72
2283,91 - 72
2301,91 - 74
2321,92 - 74
2330,92 - 76
2348,94 - 76
2371,94 - 78
2403,94 - 79
2455,96 - 79
2517,96 - 80
2517,96 - 81
2532,98 - 81
2572,99 - 81
2572,100 - 81
2581,100 - 82
2581,100 - 83
2647,100 - 84
2647,100 - 85
2671,100 - 87
2671,100 - 88
2790,100 - 89
2790,100 - 90
2806,100 - 92
2814,101 - 92
2814,102 - 92
2824,102 - 95
2842,103 - 95
2842,104 - 95
2871,105 - 95
2879,105 - 98
2880,105 - 98
