CUMULATIVE_TIME,SCORE
24,2 - 0
52,4 - 0
69,4 - 2
96,6 - 2
117,6 - 4
138,8 - 4
168,8 - 7
224,8 - 9
287,8 - 12
316,8 - 14
354,10 - 14
364,10 - 16
389,12 - 16
401,12 - 18
436,12 - 20
449,14 - 20
467,14 - 22
560,16 - 22
577,16 - 24
599,16 - 25
599,16 - 26
610,18 - 26
661,20 - 26
669,20 - 28
679,23 - 28
695,24 - 28
695,25 - 28
720,25 - 30
720,25 - 30
720,25 - 30
760,27 - 30
782,27 - 32
798,29 - 32
810,29 - 35
841,29 - 37
841,29 - 38
887,29 - 40
930,31 - 40
949,31 - 42
977,31 - 44
998,33 - 44
1061,35 - 44
1095,37 - 44
1142,37 - 46
1206,37 - 48
1213,38 - 48
1213,39 - 48
1243,41 - 48
1258,41 - 50
1275,43 - 50
1297,43 - 51
1297,43 - 52
1315,45 - 52
1347,45 - 54
1359,46 - 54
1359,47 - 54
1410,49 - 54
1427,49 - 56
1437,51 - 56
1440,51 - 56
1440,51 - 56
1483,51 - 58
1499,53 - 58
1532,55 - 58
1538,55 - 59
1574,55 - 61
1591,57 - 61
1640,57 - 63
1684,59 - 63
1716,61 - 63
1741,63 - 63
1741,63 - 63
1760,63 - 65
1783,65 - 65
1834,67 - 65
1853,67 - 67
1868,69 - 67
1964,71 - 67
1977,71 - 69
2006,71 - 72
2036,73 - 72
2073,73 - 74
2100,73 - 76
2130,73 - 79
2160,76 - 79
2160,76 - 79
2160,76 - 79
2245,79 - 79
2314,80 - 79
2314,81 - 79
2332,81 - 81
2373,81 - 83
2435,81 - 85
2454,83 - 85
2474,83 - 88
2492,83 - 89
2492,83 - 90
2543,83 - 93
2576,83 - 95
2601,83 - 97
2620,86 - 97
2657,88 - 97
2694,88 - 99
2694,88 - 100
2724,90 - 100
2764,90 - 102
2774,90 - 104
2780,92 - 104
2807,93 - 104
2807,94 - 104
2838,96 - 104
2848,96 - 105
2870,98 - 105
2880,98 - 105
